"","","city","country_x","corX","corY","radius","2016_sl","2017_sl","2018_sl","2019_sl","2020_sl","2021_sl","2022_sl","2023_sl","2024_sl","2025_sl","2026_sl","2027_sl","2028_sl","2029_sl","2030_sl","2031_sl","2032_sl","2033_sl","2034_sl","2035_sl","2036_sl","2037_sl","2038_sl","2039_sl","2040_sl","2041_sl","2042_sl","2043_sl","2044_sl","2045_sl","2046_sl","2047_sl","2048_sl","2049_sl","2050_sl"
"105",104,"Zagreb","Croatia",15.9819189,45.8150108,0.464452903963362,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285
"106",105,"Tbilisi","Georgia",44.827096,41.7151377,0.462411342853957,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
"107",106,"Montevideo","Uruguay",-56.1645314,-34.9011127,0.460360728125239,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392
"108",107,"Ulaanbaatar","Mongolia",106.9057439,47.8863988,0.458300938249094,198,198,198,200,202,205,206,209,213,213,215,218,219,221,224,225,226,229,232,235,236,236,240,243,246,246,247,251,255,256,258,259,261,262,262
"109",108,"Yerevan","Armenia",44.4991029,40.1791857,0.456231848954016,308,308,308,308,308,308,311,311,312,313,313,313,313,314,314,315,316,317,320,320,323,324,326,328,330,330,332,336,340,345,347,350,351,351,360
"110",109,"Kingston","Jamaica",-117.9273733,33.7077611,0.454153333137609,5052,5119,5189,5276,5364,5434,5521,5589,5654,5713,5773,5824,5883,5958,6049,6074,6113,6151,6184,6217,6243,6260,6285,6309,6361,6336,6357,6368,6379,6382,6382,6388,6395,6400,6426
"111",110,"Ljubljana","Slovenia",14.5057515,46.0569465,0.452065260775477,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
"112",111,"Riga","Latvia",24.1051865,56.9496487,0.449967498826304,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
"113",112,"Tallinn","Estonia",24.7535747,59.4369608,0.447859911132934,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137
"114",113,"Georgetown","Guyana",-77.0722585,38.9076089,0.445742358319242,2052,2086,2117,2155,2194,2234,2277,2314,2356,2397,2452,2502,2551,2593,2632,2668,2693,2725,2760,2797,2832,2862,2888,2921,2947,2977,3004,3027,3055,3080,3100,3121,3141,3162,3185
