"","","city","country_x","corX","corY","radius","2016_sl","2017_sl","2018_sl","2019_sl","2020_sl","2021_sl","2022_sl","2023_sl","2024_sl","2025_sl","2026_sl","2027_sl","2028_sl","2029_sl","2030_sl","2031_sl","2032_sl","2033_sl","2034_sl","2035_sl","2036_sl","2037_sl","2038_sl","2039_sl","2040_sl","2041_sl","2042_sl","2043_sl","2044_sl","2045_sl","2046_sl","2047_sl","2048_sl","2049_sl","2050_sl"
"103",102,"San Jose","Costa Rica",-121.8863286,37.3382082,0.468509338220702,2316,2340,2358,2381,2407,2424,2434,2445,2450,2460,2469,2480,2497,2503,2549,2523,2528,2539,2550,2572,2576,2584,2592,2594,2661,2609,2613,2620,2626,2634,2640,2647,2652,2661,2722
"104",103,"Dublin","Ireland",-6.2603097,53.3498053,0.466485530322217,724,738,760,777,805,819,831,856,873,901,920,946,963,981,1001,1021,1040,1060,1076,1098,1118,1135,1154,1176,1196,1215,1226,1248,1271,1289,1305,1319,1337,1351,1364
"105",104,"Zagreb","Croatia",15.9819189,45.8150108,0.464452903963362,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285
"106",105,"Tbilisi","Georgia",44.827096,41.7151377,0.462411342853957,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
"107",106,"Montevideo","Uruguay",-56.1645314,-34.9011127,0.460360728125239,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392
"108",107,"Ulaanbaatar","Mongolia",106.9057439,47.8863988,0.458300938249094,228,232,238,239,244,250,254,261,262,265,265,268,274,276,279,282,284,287,291,295,296,299,302,305,307,309,313,315,319,323,326,327,330,332,338
"109",108,"Yerevan","Armenia",44.4991029,40.1791857,0.456231848954016,331,335,340,350,366,377,388,394,405,420,428,444,459,479,493,504,521,536,557,572,592,616,631,656,670,683,704,725,753,775,788,802,819,830,839
"110",109,"Kingston","Jamaica",-117.9273733,33.7077611,0.454153333137609,5356,5427,5496,5586,5720,5747,5820,5888,5957,6028,6083,6132,6173,6225,6320,6288,6314,6342,6369,6400,6438,6454,6487,6515,6593,6551,6589,6600,6609,6616,6622,6633,6645,6651,6693
"111",110,"Ljubljana","Slovenia",14.5057515,46.0569465,0.452065260775477,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
"112",111,"Riga","Latvia",24.1051865,56.9496487,0.449967498826304,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
"113",112,"Tallinn","Estonia",24.7535747,59.4369608,0.447859911132934,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137
"114",113,"Georgetown","Guyana",-77.0722585,38.9076089,0.445742358319242,2680,2732,2817,2886,2945,2999,3045,3090,3150,3197,3239,3290,3328,3365,3393,3423,3458,3482,3514,3536,3567,3596,3620,3647,3672,3696,3724,3749,3782,3803,3835,3859,3888,3914,3936
