"","","city","country_x","corX","corY","radius","2016_sl","2017_sl","2018_sl","2019_sl","2020_sl","2021_sl","2022_sl","2023_sl","2024_sl","2025_sl","2026_sl","2027_sl","2028_sl","2029_sl","2030_sl","2031_sl","2032_sl","2033_sl","2034_sl","2035_sl","2036_sl","2037_sl","2038_sl","2039_sl","2040_sl","2041_sl","2042_sl","2043_sl","2044_sl","2045_sl","2046_sl","2047_sl","2048_sl","2049_sl","2050_sl"
"101",100,"Helsinki","Finland",24.9383791,60.1698557,0.472530951367209,535,548,572,594,617,636,657,678,698,713,733,749,768,775,798,814,826,848,864,883,898,916,932,945,959,969,987,1005,1022,1041,1068,1088,1109,1118,1136
"102",101,"Oslo","Norway",10.7522454,59.9138688,0.470524441448051,368,374,380,386,430,410,422,430,439,452,459,468,476,489,538,508,517,523,531,541,557,564,576,582,633,605,616,624,637,646,659,665,679,690,743
"103",102,"San Jose","Costa Rica",-121.8863286,37.3382082,0.468509338220702,2452,2467,2486,2503,2518,2543,2555,2569,2589,2600,2618,2638,2652,2661,2709,2686,2695,2705,2715,2724,2732,2738,2745,2754,2851,2778,2786,2800,2805,2815,2821,2826,2839,2845,2934
"104",103,"Dublin","Ireland",-6.2603097,53.3498053,0.466485530322217,840,882,910,954,983,1015,1037,1077,1120,1150,1186,1208,1235,1282,1310,1341,1361,1384,1410,1442,1460,1482,1504,1530,1554,1579,1609,1623,1651,1670,1689,1712,1728,1754,1776
"105",104,"Zagreb","Croatia",15.9819189,45.8150108,0.464452903963362,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285
"106",105,"Tbilisi","Georgia",44.827096,41.7151377,0.462411342853957,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249
"107",106,"Montevideo","Uruguay",-56.1645314,-34.9011127,0.460360728125239,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392
"108",107,"Ulaanbaatar","Mongolia",106.9057439,47.8863988,0.458300938249094,251,255,261,270,276,279,282,290,298,306,308,318,323,332,341,345,359,368,375,382,386,391,397,401,410,415,422,429,433,438,444,450,457,460,469
"109",108,"Yerevan","Armenia",44.4991029,40.1791857,0.456231848954016,411,434,466,499,518,551,580,602,635,663,694,716,735,756,781,810,837,865,891,909,933,952,978,1016,1038,1060,1081,1104,1124,1150,1171,1176,1206,1223,1234
"110",109,"Kingston","Jamaica",-117.9273733,33.7077611,0.454153333137609,5481,5564,5645,5719,5869,5889,5960,6038,6087,6136,6193,6232,6269,6309,6399,6355,6384,6428,6458,6489,6514,6548,6581,6608,6692,6652,6674,6685,6696,6699,6702,6706,6717,6724,6772
"111",110,"Ljubljana","Slovenia",14.5057515,46.0569465,0.452065260775477,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
"112",111,"Riga","Latvia",24.1051865,56.9496487,0.449967498826304,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
"113",112,"Tallinn","Estonia",24.7535747,59.4369608,0.447859911132934,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137
"114",113,"Georgetown","Guyana",-77.0722585,38.9076089,0.445742358319242,3039,3140,3204,3271,3323,3381,3442,3506,3561,3611,3664,3727,3764,3794,3849,3898,3947,3999,4041,4066,4121,4174,4210,4246,4285,4337,4369,4417,4477,4533,4570,4608,4652,4695,4742
